brand,model,price,rating_num,ram_gb,harddisk_gb,screen_size,spec_score,cp_score
asus,VivoBook Pro 15,1259.99,5,16,512,15.6,2.5999999999999996,0.002064
dell,XPS 13 9315,1126.85,2.8,32,1024,13.4,2.32,0.002059
dell,Inspiron,1199,3.9,16,1024,15.6,2.46,0.002052
hp,EliteBook 840,1000,4,16,256,14,2.0500000000000003,0.00205
lenovo,Lenovo thinkpad,1356,4.7,16,1024,14,2.7800000000000002,0.00205
asus,ASUS VivoBook,1199,5,8,512,15.6,2.4499999999999997,0.002043
dell,xps 15 7590,979,3.5,16,512,15.6,2,0.002043
hp,Elite Dragonfly G3,1003.99,4,16,256,13.5,2.0500000000000003,0.002042
dell,KX9W6,1273.99,5,16,512,13.3,2.5999999999999996,0.002041
acer,AN515-58-725A,1199,4.6,16,512,15.6,2.4399999999999995,0.002035
lg,17Z90Q-K.ADB9U1,1734.71,4.3,32,2048,17,3.5199999999999996,0.002029
dell,Dell G15 5520,1129.99,4.2,16,512,15.6,2.2800000000000002,0.002018
acer,SFX16-52G-73U6,1249,4.8,16,512,16,2.5199999999999996,0.002018
xammue,One Netbook T1,1219.99,3.9,16,1024,13,2.46,0.002016
lenovo,Lenovo Thinkpad,883.58,3.7,8,256,14,1.78,0.002015
asus,Asus ZenBook 13,1099,4.4,8,512,13.3,2.21,0.002011
dell,Latitude 7320 Detachable 2-in-1,749.99,3,8,256,13,1.5,0.002
dell,G3 Gaming,989,3.8,8,512,15.6,1.97,0.001992
msi,Prestige 14 EVO A11M-221,1025.01,3.6,16,512,14,2.04,0.00199
dell,G15,1429.99,4.1,32,1024,15.6,2.84,0.001986
dell,Latitude 9000,1029.99,3.6,16,512,14,2.04,0.001981
dell,7404-i5-8-256-1.9-W10P,899.95,3.7,8,256,14,1.78,0.001978
asus,ZenBook 14,1099,4.3,8,512,14,2.17,0.001975
msi,MSI Katana 15,1349.49,4.4,16,1024,15.6,2.66,0.001971
apple,MacBook Pro,1419,4.7,16,1024,16,2.7800000000000002,0.001959
hp,HP Omen,1299,4.1,16,1024,15.6,2.54,0.001955
apple,"2022 Apple MacBook Air M2, 16GB RAM, 256GB Storage - Space Gray (Z15S000CT)",1255.94,5,16,256,13.6,2.4499999999999997,0.001951
dell,Dell Inspiron,1699,4.5,16,2048,17.3,3.3,0.001942
apple,MacBook Air,1144.48,4.8,8,256,15.3,2.2199999999999998,0.00194
lg,15Z90RT-K.ADB9U1,1899,4.7,32,2048,16,3.6799999999999997,0.001938
dell,XPS,899.81,3.6,8,256,13.3,1.74,0.001934
dell,Latitude 5530 Laptop,1349.99,5,16,512,15.6,2.5999999999999996,0.001926
asus,ROG Strix G15,1229.99,4.4,16,512,15.6,2.36,0.001919
dell,Dell XPS 15 7590 Laptop,1399.95,3.7,32,1024,15.6,2.68,0.001914
dell,3540,1099.81,4.5,8,256,15.6,2.1,0.001909
msi,Raider GE76,1997.1,5,32,2048,17.3,3.8,0.001903
samsung,Galaxy Book Pro,1177.42,4.1,16,512,15.6,2.2399999999999998,0.001902
lg,LG gram,999.99,4,8,256,15.6,1.9,0.0019
dell,Latitude,1293.59,5,8,512,15.6,2.4499999999999997,0.001894
shoxlab,M15R5,1479,4,32,1024,15.6,2.8000000000000003,0.001893
samsung,Samsung Galaxy Book Pro,1299,4.6,16,512,15.6,2.4399999999999995,0.001878
dell,G15,1429.99,3.7,32,1024,15.6,2.68,0.001874
alienware,Alienware m15,1199.95,4.1,16,512,15.6,2.2399999999999998,0.001867
asus,ROG Strix G16,1274.03,4.4,16,512,16,2.36,0.001852
acer,SP314-55N-76EX,1079.99,3.5,16,512,14,2,0.001852
acer,TMP414-51-506U,699.8,2.1,8,512,14,1.29,0.001843
hp,16T-F100,1899,5,16,2048,16,3.5,0.001843
asus,VivoBook S15 S532,1199,4.4,8,512,15.6,2.21,0.001843
dell,Dell Latitude,1239.77,4.2,16,512,13.3,2.2800000000000002,0.001839
msi,Raider GE68HX,1743,5,32,1024,16,3.2,0.001836
msi,Katana 15 B13VGK-484US,1429,4.3,16,1024,15.6,2.62,0.001833
asus,ExperBook,1299.99,3.7,16,1024,14,2.3800000000000003,0.001831
lg,17Z95P-K.AAS9U1,1850.52,4.7,16,2048,17,3.38,0.001827
lenovo,ThinkPad,1249,4.2,16,512,14,2.2800000000000002,0.001825
dell,Latitude,1590.99,5,32,512,14,2.9,0.001823
dell,XPS9310-7321WHT-SUS,1229.99,4.1,16,512,13.4,2.2399999999999998,0.001821
dell,Latitude,1373.29,4,16,1024,15.6,2.5,0.00182
dell,Latitude,1428.96,5,16,512,15.6,2.5999999999999996,0.00182
alienware,17 R5,1594.95,5,32,512,17.3,2.9,0.001818
lg,16Z90R-A.ADB9U1,1896.99,4.1,32,2048,16,3.4399999999999995,0.001813
dell,XPS 9315 Laptop,992.99,3,16,512,13.4,1.8000000000000003,0.001813
msi,Summit E14Flip A12MT-016,1334.95,3.8,16,1024,14,2.42,0.001813
msi,Modern 14 B11MO-857,699,2,8,512,14,1.25,0.001788
lg,17Z90R-K.AAB8U1,1399.99,4,16,1024,17,2.5,0.001786
lg,LG gram,1782.96,4.2,16,2048,17,3.18,0.001784
lpt,Dell Inspiron,1799,5,32,1024,15.6,3.2,0.001779
dell,Latitude 5000,1377.76,5,16,256,14,2.4499999999999997,0.001778
dell,Dell XPS,1799.95,5,32,1024,15.6,3.2,0.001778
apple,MacBook Air,1068.99,4,8,256,13.3,1.9,0.001777
lg,16T90Q-K.AAG6U1,1284.93,4.2,16,512,16,2.2800000000000002,0.001774
samsung,NP641BEF-KA3US,1409.99,4,16,1024,14,2.5,0.001773
lenovo,X230,899.99,3.6,4,128,12.5,1.59,0.001767
msi,Pulse GL66 12UEK-070,1113.87,3.4,16,512,15.6,1.9600000000000002,0.00176
acer,AN16-41-R5KC,1649.99,5,16,1024,16,2.9,0.001758
asus,ASUS Chromebook CX9,1211.99,3.8,16,512,14,2.12,0.001749
acer,SF514-56T-797T,1406.88,3.9,16,1024,14,2.46,0.001749
dell,Dell Xps,999,3.8,8,128,13.3,1.7449999999999999,0.001747
lg,16Z90P-K.AAB9U1,1546.84,4.5,16,1024,16,2.7,0.001745
asus,VivoBook Pro 16X,1445.82,3.3,32,1024,16,2.52,0.001743
asus,UX390UA-DH51-GR,999,3.6,8,256,12.5,1.74,0.001742
apple,"2022 Apple MacBook Air M2, 16GB RAM, 512GB Storage - Midnight (Z160000B1)",1459.94,4.8,16,512,13.6,2.5199999999999996,0.001726
microsoft,Surface Laptop,1299,4.1,16,512,15,2.2399999999999998,0.001724
samsung,Galaxy Book Odyssey,1320.86,4.1,16,512,15.6,2.2399999999999998,0.001696
msi,Katana 15 B13VGK-1007US,1899,5,32,1024,15.6,3.2,0.001685
asus,VivoBook Pro 16,1484.99,4,16,1024,16,2.5,0.001684
lg,16Z90Q-R.AAS8U1,1612.99,4.5,16,1024,16,2.7,0.001674
corsair,VOYAGER a1600,1699.99,2.6,32,2048,16,2.84,0.001671
dell,Alienware m15 R4,1598,4.4,16,1024,15.6,2.66,0.001665
dell,XPS 13,999,3.4,8,256,13.3,1.66,0.001662
lg,16Z90RS-K.ADW8U1,1757.57,4.3,32,1024,16,2.92,0.001661
dell,Precision 5000,1385.56,5,8,256,15.6,2.3,0.00166
dell,Latitude,1328.99,1,32,2048,14,2.2,0.001655
lenovo,ThinkPad X1 Carbon Gen 11 Laptop PC,1949.99,5,32,1024,14,3.2,0.001641
dell,XPS,1599,2.8,64,512,15.6,2.6199999999999997,0.001639
dell,Latitude 5420,610.68,1,16,512,14,1,0.001638
msi,Pulse GL66,1465.8,4.5,16,512,15.6,2.4,0.001637
acer,PH16-71-74UU,1649.99,4.5,16,1024,16,2.7,0.001636
lg,14T90R-K.AAB6U1,1299.99,3.8,16,512,14,2.12,0.001631
lenovo,ThinkPad X1 Nano Gen1,1504.08,5,16,256,13,2.4499999999999997,0.001629
hp,HP Envy,1499,3.8,16,1024,13.3,2.42,0.001614
lenovo,Legion 5,2169.99,5,16,2048,15.6,3.5,0.001613
dell,Precision,1239.81,3.5,16,512,15.6,2,0.001613
lenovo,Lenovo Thinkpad,1270.77,3.6,16,512,14,2.04,0.001605
lg,14Z90RS-K.ADW9U1,1796.99,4.2,32,1024,14,2.8800000000000003,0.001603
lenovo,ThinkPad P16 Gen 1,1499,4.5,16,512,16,2.4,0.001601
msi,Pulse 15 B13VFK-1263US,1499,3,32,1024,15.6,2.4000000000000004,0.001601
apple,MacBook Pro,1457.99,4.7,16,256,13,2.33,0.001598
dell,XPS 15 9520,1576.57,4.8,16,512,15.6,2.5199999999999996,0.001598
alienware,m15 R3,1329.95,3.8,16,512,15.6,2.12,0.001594
asus,ASUS ZenBook,1143.73,3.8,8,256,13.3,1.8199999999999998,0.001591
apple,MacBook Air,1248,4.4,8,128,13,1.985,0.001591
dell,G5 15 Gaming,1699,4.5,16,1024,15.6,2.7,0.001589
lg,14T90P-K.AAG9U1,1699.99,4.5,16,1024,14,2.7,0.001588
asus,Asus ZenBook 13,1399,4.4,8,512,13.3,2.21,0.00158
lg,17Z90Q-K.AAS6U1,1396.99,4,16,512,17,2.2,0.001575
dell,Vostro 15 5000 5510,1499,4.4,16,512,15.6,2.36,0.001574
dell,F2WJ0,1557.79,5,16,256,14,2.4499999999999997,0.001573
asus,VivoBook Pro 16,1399.99,4,16,512,16,2.2,0.001571
dell,XPS 15 7590,1299.95,3.6,16,512,15.6,2.04,0.001569
razer,Blade 15,1659.68,4.2,16,1024,15.6,2.58,0.001555
lg,14T90P-K.AAB9U1,1635.99,4.1,16,1024,14,2.54,0.001553
dell,Latitude 5320 2-in-1,1273.99,3.4,16,512,13.3,1.9600000000000002,0.001538
dell,N763T,1499,5,8,256,13.3,2.3,0.001534
dell,5401,1499,5,8,256,14,2.3,0.001534
dell,Latitude 5500,1597.77,5,16,256,15.6,2.4499999999999997,0.001533
dell,Latitude 5330,1699,5,16,512,13.3,2.5999999999999996,0.00153
asus,Vivobook 16X,1699.99,3.5,32,1024,16,2.6,0.001529
toughbook,Panasonic Toughbook,1550.99,4.8,16,256,13.1,2.3699999999999997,0.001528
acer,PT14-51-78B4,1049.99,2.5,16,512,14,1.6,0.001524
hp,2K2Z1US#ABA,2499,5,64,1024,15.6,3.8000000000000003,0.001521
asus,ROG Flow Z13,1749.99,4.4,16,1024,13.4,2.66,0.00152
dell,Latitude 5000,1658.99,4.8,16,512,14,2.5199999999999996,0.001519
dell,Dell Latitude 5520 Laptop,1715.99,5,16,512,15,2.5999999999999996,0.001515
dell,Latitude 7320 Detachable 2-in-1,1568.39,5,16,128,13,2.375,0.001514
dell,Dell XPS,1099.95,3.6,8,128,13.3,1.665,0.001514
dell,Latitude 5000,1666.4,4.8,16,512,14,2.5199999999999996,0.001512
dell,M15,2699,4.2,64,2048,15.6,4.08,0.001512
dell,XPS9500,1779.95,3.7,32,1024,15.6,2.68,0.001506
dell,XPS 15 7590,1599.95,3,32,1024,15.6,2.4000000000000004,0.0015
asus,ROG Strix G16,1799.99,4.5,16,1024,16,2.7,0.0015
dell,Precision 3000,1734.21,5,16,512,15.6,2.5999999999999996,0.001499
dell,XV1P3,1472.99,4,16,512,14,2.2,0.001494
lg,LG gram,1787.62,4.4,16,1024,17,2.66,0.001488
dell,Precision 7750,1778.99,3.6,32,1024,17.3,2.64,0.001484
dell,Dell XPS 13 9300,1012.84,3,8,256,11.6,1.5,0.001481
dell,Precision 5000,1699.95,4,32,512,15.6,2.5,0.001471
dell,Alienware m15 R5 Ryzen Edition Laptop,1497.99,4,16,512,15.6,2.2,0.001469
lenovo,P15,1539.77,3.4,16,1024,15.6,2.2600000000000002,0.001468
dell,Dell Latitude,1199.95,2.9,16,512,14,1.76,0.001467
msi,Creator Z16 Fujiwara Hiroshi Limited Edition A11UE-226,1979,5,16,1024,16,2.9,0.001465
apple,MacBook Pro,1899,4.7,32,512,16.2,2.78,0.001464
dell,Dell XPS,1805.99,3.6,32,1024,15.6,2.64,0.001462
lenovo,"Lenovo Legion 5i 17""",1449.99,3.4,8,1024,17.3,2.11,0.001455
dell,Latitude 7000,1680.56,4.6,16,512,13.3,2.4399999999999995,0.001452
dell,Dell-7855-G7-512SSD,1799,5,16,512,15.6,2.5999999999999996,0.001445
msi,WF76 11UI-400,1799,5,16,512,17.3,2.5999999999999996,0.001445
dell,XPS 13 9380,1179.81,3.7,8,128,13.3,1.705,0.001445
asus,Vivobook Pro 16X,1799.99,4.2,16,1024,16,2.58,0.001433
lg,17Z90R-A.ADB9U1,2296.99,3.7,32,2048,17,3.2800000000000002,0.001428
dell,5300,1499,4.2,16,256,13.3,2.1300000000000003,0.001421
dell,Inspiron,1299,3.1,16,512,17,1.8400000000000003,0.001416
dell,Latitude,1295.03,2.3,32,512,14,1.82,0.001405
hp,Elitebook 845 G9,1999,1,64,2048,14,2.8,0.001401
asus,ASUS ZenBook Pro 16,2499,4.2,32,2048,16,3.4800000000000004,0.001393
dell,Precision 7000,1769.77,3.9,32,512,15.6,2.46,0.00139
dell,XPS7390-7954SLV-PUS,1799,4,32,512,13.4,2.5,0.00139
msi,Vector GP68HX 13VH-098US,2091.05,5,16,1024,16,2.9,0.001387
hp,HP ENVY Laptop 13-aq0005nr,1399,4.1,8,256,13.3,1.9399999999999997,0.001387
dell,XPS,1799.81,3.2,32,1024,15.6,2.4800000000000004,0.001378
alienware,Alienware m15 R7,1599,4,16,512,15.6,2.2,0.001376
lenovo,Lenovo Thinkpad,1279.99,2.9,16,512,14,1.76,0.001375
dell,Latitude 5420,1443.6,4.2,8,256,15.6,1.98,0.001372
dell,Dell XPS,1900,3.5,32,1024,15.6,2.6,0.001368
dell,i3500-7722BLK-PUS,1699,4.3,16,512,15.6,2.32,0.001366
alienware,AWm15-7806SLV-PUS,1699.95,4.3,16,512,15.6,2.32,0.001365
lenovo,ThinkPad X1,1470.77,3.5,16,512,14,2,0.00136
asus,VivoBook S15 S530,1399,4,8,256,15.6,1.9,0.001358
acer,Acer Swift,1399,4,8,256,15.6,1.9,0.001358
asus,ROG Strix Scar 15,2099.99,4.1,32,1024,15.6,2.84,0.001352
asus,ASUS ZenBook,1699,4.2,16,512,13.9,2.2800000000000002,0.001342
apple,null,1499,3.9,16,256,13.3,2.0100000000000002,0.001341
maingear,Vector pro,2000.07,3.7,32,1024,17.3,2.68,0.00134
shoxlab,M17R3,2299.95,4.7,32,1024,17.3,3.08,0.001339
lenovo,Yoga 910,1299,3.6,8,256,14,1.74,0.001339
dell,M,1962.99,3.5,32,1024,15.6,2.6,0.001325
lenovo,Lenovo Legion,2299,4.6,32,1024,15.6,3.04,0.001322
lenovo,ThinkPad P16 G1,2119,2.5,32,2048,16,2.8,0.001321
lenovo,ThinkPad X1 Carbon Gen 9,1869,5,16,256,14,2.4499999999999997,0.001311
msi,GS76 Stealth 11UE-623,1989.33,5,16,512,17.3,2.5999999999999996,0.001307
dell,Dell Precision,1998.77,5,16,512,17.3,2.5999999999999996,0.001301
dell,XPS9365-7086SLV-PUS,1299.99,3.1,16,256,13.3,1.6900000000000002,0.0013
hp,Elitebook 840 G5 Commercial Notebook PC,1699,4,16,512,14,2.2,0.001295
dell,XPS 17 9720,3399.99,5,64,2048,17,4.4,0.001294
alienware,Alienware m 17,1699.95,4,16,512,17,2.2,0.001294
msi,GF75 Thin 10SER-257,1999,4.2,16,1024,17.3,2.58,0.001291
asus,VivoBook Pro 16,1646.99,3,16,1024,16,2.1,0.001275
lenovo,ThinkPad Z16 Gen 1,1449.99,3.1,16,512,16,1.8400000000000003,0.001269
msi,GS66 Stealth 10UE-498,2599,3.7,32,2048,15.6,3.2800000000000002,0.001262
alienware,null,1649.95,3.7,16,512,13.3,2.08,0.001261
alienware,Alienware M15,1599.95,4.1,16,128,15.6,2.015,0.001259
gigabyte,A5 X1-CUS2130SB,1749,4,16,512,15.6,2.2,0.001258
dell,DELL XPS 15 9520,1689.18,2.3,32,1024,15.6,2.12,0.001255
lenovo,ThinkPad X1 Nano Gen1 Ultrabook,1379.99,2.8,16,512,14,1.72,0.001246
asus,Zenbook Pro 14 Duo,2299.99,4.1,32,1024,14.5,2.84,0.001235
acer,SF714-51T-M9H0,1518.88,3.9,8,256,14,1.8599999999999999,0.001225
jtd,Fire,2889.99,4.3,32,2048,15.6,3.5199999999999996,0.001218
gigabyte,AORUS 15X ASF-D3US754SH,2099.99,4.1,16,1024,15.6,2.54,0.00121
dell,Latitude Rugged Extreme 7330 Laptop,2031.8,5,8,512,13.3,2.4499999999999997,0.001206
hp,HP Omen,1999,4.5,16,512,15.6,2.4,0.001201
asus,UX490UA-XH74-BL,1599,3.3,16,512,14,1.9200000000000002,0.001201
hp,Spectre 14T x360,2399,4.9,16,1024,13.5,2.8600000000000003,0.001192
lenovo,Yoga,714,1,8,512,15.6,0.8500000000000001,0.00119
asus,ZenBook Pro,1499,3.7,8,256,15.6,1.78,0.001187
lenovo,ThinkPad P15s Gen 2,1349.99,1,32,1024,15.6,1.6,0.001185
gigabyte,AORUS 15P YD-73US344SH,2399,4.1,32,1024,15.6,2.84,0.001184
hp,Omen,1999,4.4,16,512,15.6,2.36,0.001181
msi,GP65 Leopard 10SDK-049,1999,4.4,16,512,15.6,2.36,0.001181
dell,XPS9300-7909SLV-PUS,1899,4.1,16,512,13.4,2.2399999999999998,0.00118
dell,Precision 5770,2475,5,32,512,17,2.9,0.001172
dell,Latitude 3000,836.16,1.7,8,256,14,0.9800000000000001,0.001172
dell,7400,1549,3.4,16,256,14,1.81,0.001168
asus,Zenbook Pro 14 Duo,2399.99,4,32,1024,14.5,2.8000000000000003,0.001167
samsung,Galaxy Book Odyssey,2388.42,4.7,16,1024,15.6,2.7800000000000002,0.001164
lenovo,80mk0010us,1399.99,3.3,8,256,13.3,1.6199999999999999,0.001157
asus,GA502IV-XS76,2299,4.4,16,1024,15.6,2.66,0.001157
hp,Spectre x360 15t 9th OLED Pro McAfee,2199,4.1,16,1024,15.6,2.54,0.001155
asus,ROG Flow Z13,2499.99,4.2,32,1024,13.4,2.8800000000000003,0.001152
asus,ASUS Rog Zephyrus,1999.99,3.5,16,1024,15.6,2.3000000000000003,0.00115
apple,MacBook Pro,2611.35,4.5,32,1024,14,3,0.001149
lg,16Z90RS-K.AAW7U1,1799,2.9,16,1024,16,2.06,0.001145
lenovo,Lenovo Legion 5,2899,3.8,64,1024,17.3,3.32,0.001145
hp,HP,1999,4.2,16,512,15.6,2.2800000000000002,0.001141
dell,XPS 13 7390,1799,4,16,256,13.3,2.0500000000000003,0.00114
dell,null,749,1,8,512,13.3,0.8500000000000001,0.001135
dell,XPS9560,1499.81,3.5,8,256,15.6,1.7,0.001133
dell,Dell XPS,1999,3.4,16,1024,15.6,2.2600000000000002,0.001131
asus,Expertbook B9,1947.99,1,32,2048,14,2.2,0.001129
dell,Latitude 5000,2312.24,5,16,512,14,2.5999999999999996,0.001124
hp,HP Spectre,1899,4.2,8,512,13.3,2.13,0.001122
dell,XPS,2860.99,3.5,64,1024,15.6,3.2,0.001118
asus,UX461UN-DS74T,1799,3.5,16,512,14,2,0.001112
hp,HP Spectre,2499,4.7,16,1024,13.3,2.7800000000000002,0.001112
lenovo,ThinkPad,1999,4.8,8,256,14,2.2199999999999998,0.001111
msi,Vector GP66 12UHSO-673,2591.48,4.2,32,1024,15.6,2.8800000000000003,0.001111
dell,AWm17-7296WHT-PUS,2395,4.4,16,1024,17.3,2.66,0.001111
dell,XPS,2179.05,3.8,16,1024,17,2.42,0.001111
lenovo,ThinkPad X1 Carbon Gen 10,2079.99,4.2,16,512,14,2.2800000000000002,0.001096
acer,PT516-52s-73YD,1849,2.8,16,1024,16,2.02,0.001092
gigabyte,AORUS 17X AZF-C5US665SP,3499.99,5,32,2048,17,3.8,0.001086
asus,ROG Strix Scar 17,2619.99,4.1,32,1024,17.3,2.84,0.001084
dell,Precision 7550,1699.95,3.1,16,512,15.6,1.8400000000000003,0.001082
hp,null,2592.06,4,32,1024,16,2.8000000000000003,0.00108
hp,Elite Dragonfly G3,2039,4,16,512,13.5,2.2,0.001079
asus,ProArt StudioBook 16,2499.99,3.7,32,1024,16,2.68,0.001072
gigabyte,AORUS 17H BXF-74US554SH,2149,3.5,16,1024,17.3,2.3000000000000003,0.00107
asus,ASUS ZenBook Pro Duo 15,2849,4.6,32,1024,15.6,3.04,0.001067
asus,ASUS ZenBook Pro Duo 15,2499.99,4.4,16,1024,15.6,2.66,0.001064
dell,Latitude,1222.99,1,16,1024,14,1.2999999999999998,0.001063
dell,Latitude Rugged 5430 Laptop,1849.99,3.4,16,512,14,1.9600000000000002,0.001059
dell,Vulcan 17,2199,4.3,16,512,17.3,2.32,0.001055
asus,ASUS VivoBook,1699,3.7,8,256,15.6,1.78,0.001048
dell,null,2699.95,4.8,32,512,14,2.82,0.001044
hp,HP Spectre,2399,4,16,1024,15.6,2.5,0.001042
dell,Precision 5550 Laptop,2500,5,16,512,15.6,2.5999999999999996,0.00104
hp,HPI-1Y5Y4UT#ABA,2799,5,32,512,15.6,2.9,0.001036
dell,Precision 5560,2499.99,4.2,16,1024,15.6,2.58,0.001032
msi,Stealth 17Studio A13VH-053US,2793.89,4.2,32,1024,17.3,2.8800000000000003,0.001031
acer,PH315-53-71QX,2299,4.4,16,512,15.6,2.36,0.001027
asus,ROG Strix SCAR 16,3349,4.1,32,2048,16,3.4399999999999995,0.001027
asus,UX533FD-DH74,1999,4,8,512,15.6,2.05,0.001026
hp,Spectre 14T x360,2199,4.1,16,512,13.5,2.2399999999999998,0.001019
dell,XPS 15 7590,1999,3.4,4,1024,15.6,2.035,0.001018
msi,null,1899,3.3,16,512,15.6,1.9200000000000002,0.001011
dell,Precision 7770,3498.77,5,64,512,17,3.5,0.001
lenovo,Lenovo ThinkBook Plus,999.99,1,16,512,13.3,1,0.001
hp,HP Pavilion Gaming 17 Laptop,2299,4.6,16,256,17.3,2.2899999999999996,0.000996
dell,63P78,1899,3.6,16,256,14,1.8900000000000001,0.000995
asus,ASUS ProArt StudioBook 16,2699,3.7,32,1024,16,2.68,0.000993
asus,GU502LV-BI7N8,2299,3.4,16,1024,15.6,2.2600000000000002,0.000983
razer,Razer Blade 14,2699.99,4.3,16,1024,14,2.62,0.00097
gigabyte,AERO 17 XE5-73US738HP,2999,3.5,16,2048,17.3,2.9000000000000004,0.000967
asus,ProArt StudioBook 17,2799,4.5,32,512,17,2.6999999999999997,0.000965
hp,Spectre,1351.42,1,16,1024,16,1.2999999999999998,0.000962
dell,DELL XPS 15 9520,1681.29,1,32,1024,15.6,1.6,0.000952
msi,Prestige 15 A10SC-011,2399,4.2,16,512,15.6,2.2800000000000002,0.00095
asus,ROG Strix Scar III G531GV,2799,4.4,16,1024,15.6,2.66,0.00095
msi,GS75 STEALTH-242,3399,5,32,1024,17.3,3.2,0.000941
asus,ZenBook Pro 15,2399,4.1,16,512,15.6,2.2399999999999998,0.000934
dell,Latitude 7320 Detachable 2-in-1,749.99,1,8,256,13,0.7000000000000001,0.000933
dell,XPS 15 7590,1999,4.1,4,256,15.6,1.8649999999999998,0.000933
dell,Dell XPS,2897,3.7,32,1024,17,2.68,0.000925
asus,ROG Strix SCAR 18,3899,4.3,32,2048,18,3.5199999999999996,0.000903
hp,16-f0013dx,2399,3.9,16,512,15.6,2.16,0.0009
lenovo,ThinkPad X1 Extreme,2299,3.6,16,512,15.6,2.04,0.000887
dell,G15 5525 Laptop,1159,1,16,512,15.6,1,0.000863
lenovo,ThinkPad X1 Carbon Gen 10,1637.24,2,16,512,14,1.4000000000000001,0.000855
dell,Precision 7000,3461.33,5,32,512,17.3,2.9,0.000838
dell,Dell Latitude,1195,1,16,512,14,1,0.000837
asus,Zephyrus Duo,3849.99,3.5,32,2048,16,3.2,0.000831
alienware,R1,2699,3.9,16,512,15.6,2.16,0.0008
dell,Latitude,1065.99,1,16,256,14,0.85,0.000797
dell,T1CFT,2799,4,16,512,15,2.2,0.000786
apple,MacBook Pro,3059,3,32,1024,16,2.4000000000000004,0.000785
lenovo,null,2699,3.8,16,512,15.6,2.12,0.000785
msi,Raider GE76 12UHS-255,3599,3.8,32,1024,17.3,2.72,0.000756
razer,Blade 16,3611.89,3.8,32,1024,16,2.72,0.000753
asus,ROG Zephyrus S GX701,3399,4,16,1024,17.3,2.5,0.000736
lenovo,ThinkPad T15g Gen 2,4119,4.5,32,1024,15.6,3,0.000728
dell,Precision,1399.95,1,16,512,15.6,1,0.000714
dell,Precision 5000,2387.94,2,32,512,15.6,1.7,0.000712
msi,CreatorPro X17 A12UKS-059,4499,5,32,1024,17.3,3.2,0.000711
lenovo,ThinkPad P16s G1,2399.99,1,32,1024,16,1.6,0.000667
msi,CREATORZ17046,5499,4.6,32,2048,17,3.6399999999999997,0.000662
dell,Y68F1,1899,2,16,256,14,1.25,0.000658
gizpro,HP EliteBook,2699,2.5,32,256,14,1.75,0.000648
acer,PT515-51-75L8,3399,3.9,16,512,15.6,2.16,0.000635
asus,ROG Zephyrus S GX531,3499.99,3.8,16,512,15.6,2.12,0.000606
apple,MacBook Pro,1657.99,1,16,512,13,1,0.000603
dell,XPS 17 9700,4999,4.1,32,1024,17,2.84,0.000568
hp,null,1930.77,1,16,512,13.3,1,0.000518
lenovo,ThinkPad P1,1999,1,16,512,15.6,1,0.0005
hp,ZBook Fury G9,3196.99,1,32,1024,16,1.6,0.0005
razer,Blade 17,5599,3.7,32,1024,17.3,2.68,0.000479
hp,ZBook Fury 15 G8,4999,1,64,1024,15.6,2.2,0.00044
